class1	class2	scaledPatristicDistance
92	43	0.7829969
92	44	0.8777272
92	45	0.8805725
92	46	0.8805725
92	47	0.8863776
92	48	0.7981615
92	49	0.7981615
92	50	0.8669669
92	51	0.8782799
92	52	0.8273676
92	53	0.8273676
92	54	0.7921668
92	55	0.7921668
92	56	0.8073215
92	57	0.8366294
92	58	0.8490258
92	59	0.8291799
92	60	0.8291956
92	61	0.8734373
92	62	0.8794598
92	63	0.8927079
92	64	0.8691895
92	65	0.8691895
92	66	0.8802274
92	67	0.8429466
92	68	0.8429466
92	69	0.9046935
92	70	0.9046935
92	71	0.8981433
92	72	0.8981433
92	73	0.9013616
92	74	0.8763957
92	75	0.8763957
92	76	0.8807936
92	77	0.9037557
92	78	0.9033021
92	79	0.8726247
92	80	0.8686061
92	81	0.8686061
92	82	0.8772877
92	83	0.9038013
92	84	0.849364
92	85	0.849364
92	86	0.9001286
92	87	0.8661806
92	88	0.8661806
92	89	0.8570186
92	90	0.8570186
92	91	0.8893175
93	0	0.8532778
93	1	0.8532778
93	2	0.8804139
93	3	0.8745026
93	4	0.8172375
93	5	0.8172375
93	6	0.8925529
93	7	0.84394
93	8	0.84394
93	9	0.8446282
93	10	0.8152866
93	11	0.8152866
93	12	0.8650658
93	13	0.8650658
93	14	0.8667746
93	15	0.8870493
93	16	0.8595881
93	17	0.8491408
93	18	0.8477803
93	19	0.8477803
93	20	0.8420585
93	21	0.8420742
93	22	0.7968428
93	23	0.7968428
93	24	0.8643812
93	25	0.8643812
93	26	0.8647856
93	27	0.8600878
93	28	0.8600878
93	29	0.8826656
93	30	0.8330189
93	31	0.8330189
93	32	0.9053446
93	33	0.8354963
93	34	0.8354963
93	35	0.8860161
93	36	0.8860161
93	37	0.7835337
93	38	0.7788465
93	39	0.776907
93	40	0.776907
93	41	0.7703327
93	42	0.7703327
93	43	0.7787643
93	44	0.7888728
93	45	0.7886709
93	46	0.7886866
93	47	0.8351342
93	48	0.9018288
93	49	0.903411
93	50	0.8606807
93	51	0.8606964
93	52	0.8602847
93	53	0.8602847
93	54	0.8969834
93	55	0.8969834
93	56	0.9052246
93	57	0.9062499
93	58	0.90344
93	59	0.90344
93	60	0.9050916
93	61	0.8921312
93	62	0.8921312
93	63	0.9310689
93	64	0.9310689
93	65	0.9292614
93	66	0.9292614
93	67	0.9255487
93	68	0.9255487
93	69	0.9267134
93	70	0.9269007
93	71	0.9280967
93	72	0.9284694
93	73	0.9297923
93	74	0.9298081
93	75	0.9275631
93	76	0.9275631
93	77	0.9245077
93	78	0.9245077
93	79	0.926234
93	80	0.9329256
93	81	0.9329256
93	82	0.9759217
93	83	0.9759217
93	84	0.9759217
93	85	0.9759217
93	86	0.9742717
93	87	0.9706678
93	88	0.9706521
93	89	0.9707638
93	90	0.9707638
93	91	0.9636292
93	92	0.9636292
94	0	0.9636055
94	1	0.959001
94	2	0.952944
94	3	0.9529282
94	4	0.9599294
94	5	0.964331
94	6	0.964331
94	7	0.9707165
94	8	0.9707165
94	9	0.9726595
94	10	0.956039
94	11	0.956039
94	12	0.956039
94	13	0.9625064
94	14	0.9667998
94	15	0.9667998
94	16	0.9667998
94	17	0.9667683
94	18	0.9671728
94	19	0.9671728
94	20	0.9671728
94	21	0.9765339
94	22	0.9765339
94	23	0.981473
94	24	0.981473
94	25	0.9814493
94	26	0.9634905
94	27	0.9634748
94	28	0.9739232
94	29	0.9834282
94	30	0.9834282
94	31	0.9834282
94	32	0.9834282
94	33	0.9723301
94	34	0.9723301
94	35	0.9812782
94	36	0.9805218
94	37	0.9718116
94	38	0.9717958
94	39	0.9805867
94	40	0.9805867
94	41	0.9805867
94	42	0.9685056
94	43	0.9685056
94	44	0.9864444
94	45	0.9864444
94	46	0.9864207
94	47	0.9850468
94	48	0.9850468
94	49	0.9941253
94	50	0.9832184
94	51	0.9697562
94	52	0.9697562
94	53	0.9910381
94	54	0.9910381
94	55	0.9932427
94	56	0.9943627
94	57	0.9943627
94	58	0.9944022
94	59	0.9940316
94	60	0.9940316
94	61	0.9944022
94	62	0.9944022
94	63	0.999232
94	64	0.999232
94	65	0.999232
94	66	0.999232
94	67	0.999232
94	68	0.9145317
94	69	0.9145317
94	70	0.9145317
94	71	0.9145317
94	72	0.9145317
94	73	0.9145317
94	74	0.9145317
94	75	0.9145317
94	76	0.9145317
94	77	0.9145317
94	78	0.9145317
94	79	0.001311
94	80	0.0325205
94	81	0.0325205
94	82	0.0325205
94	83	0.0325205
94	84	0.0325205
94	85	0.0325205
94	86	0.0325205
94	87	0.0325205
94	88	0.0325205
94	89	0.0325205
94	90	0.0325205
94	91	0.0325205
94	92	0.0325205
94	93	0.0325205
95	0	0.0325205
95	1	0.0325205
95	2	0.0325205
95	3	0.0325205
95	4	0.0325205
95	5	0.0325205
95	6	0.0325205
95	7	0.0325205
95	8	0.0325205
95	9	0.0325205
95	10	0.0325205
95	11	0.0325205
95	12	0.0325205
95	13	0.0325205
95	14	0.0325205
95	15	0.0325205
95	16	0.0325205
95	17	0.0325205
95	18	0.0325205
95	19	0.0325205
95	20	0.0325205
95	21	0.0325205
95	22	0.0325205
95	23	0.0325205
95	24	0.0325205
95	25	0.0273066
95	26	0.0269974
95	27	0.0267365
95	28	0.0267365
95	29	0.0269282
95	30	0.0259562
95	31	0.0259562
95	32	0.0265182
95	33	0.0265025
95	34	0.0256653
95	35	0.0253095
95	36	0.0252938
95	37	0.0254241
95	38	0.0271936
95	39	0.0272909
95	40	0.027472
95	41	0.0274878
95	42	0.0277506
95	43	0.0277506
95	44	0.0286803
95	45	0.0278566
95	46	0.0266055
95	47	0.0266213
95	48	0.0288503
95	49	0.0274397
95	50	0.0274239
95	51	0.0271128
95	52	0.0271286
95	53	0.0279839
95	54	0.026384
95	55	0.0263683
95	56	0.0267853
95	57	0.0267853
95	58	0.0271763
95	59	0.027029
95	60	0.0270132
95	61	0.0273908
95	62	0.0260452
95	63	0.0260295
95	64	0.0267601
95	65	0.0270553
95	66	0.0270553
95	67	0.0276889
95	68	0.0282877
95	69	0.0284657
95	70	0.0278931
95	71	0.0279089
95	72	0.0266478
95	73	0.0261892
95	74	0.0261892
95	75	0.028525
95	76	0.0273255
95	77	0.0273412
95	78	0.0291218
95	79	0.0287449
95	80	0.0271522
95	81	0.0271522
95	82	0.0274066
95	83	0.028543
95	84	0.0288934
95	85	0.0285667
95	86	0.0285667
95	87	0.0284296
95	88	0.0284453
95	89	0.0294437
95	90	0.0262535
95	91	0.0262535
95	92	0.0274555
95	93	0.0276666
95	94	0.0270876
96	0	0.0270876
96	1	0.0277981
96	2	0.0280312
96	3	0.0291468
96	4	0.0272416
96	5	0.0272574
96	6	0.0294895
96	7	0.0293602
96	8	0.0277047
96	9	0.0277204
96	10	0.0289537
96	11	0.0286307
96	12	0.028499
96	13	0.028499
96	14	0.0288745
96	15	0.0272093
96	16	0.0272251
96	17	0.0280635
96	18	0.0280477
96	19	0.0282179
96	20	0.0282179
96	21	0.0286138
96	22	0.0295352
96	23	0.0257864
96	24	0.0255062
96	25	0.0255062
96	26	0.0258391
96	27	0.0257691
96	28	0.0257533
96	29	0.0281758
96	30	0.0280792
96	31	0.0276316
96	32	0.0276474
96	33	0.0265679
96	34	0.0265836
96	35	0.0261175
96	36	0.0261018
96	37	0.0283454
96	38	0.0283611
96	39	0.0279346
96	40	0.0259264
96	41	0.0259106
96	42	0.0261471
96	43	0.0278408
96	44	0.0283855
96	45	0.0283855
96	46	0.0250911
96	47	0.0251069
96	48	0.0264006
96	49	0.0264479
96	50	0.0264321
96	51	0.0264163
96	52	0.0269478
96	53	0.0275743
96	54	0.0275208
96	55	0.0275051
96	56	0.0281923
96	57	0.0282696
96	58	0.029168
96	59	0.0292541
96	60	0.0258556
96	61	0.0256826
96	62	0.0256983
96	63	0.0268632
96	64	0.0253741
96	65	0.0253584
96	66	0.0253899
96	67	0.0255618
96	68	0.0260794
96	69	0.0260637
96	70	0.026316
96	71	0.0264636
96	72	0.0275577
96	73	0.0279996
96	74	0.0280154
96	75	0.0293295
96	76	0.025073
96	77	0.0250092
96	78	0.0247715
96	79	0.0247557
96	80	0.0251234
96	81	0.0251888
96	82	0.024873
96	83	0.0248888
96	84	0.0250257
96	85	0.0250415
96	86	0.0251392
96	87	0.0249934
96	88	0.0249776
96	89	0.0252768
96	90	0.0254618
96	91	0.0255958
96	92	0.0256457
96	93	0.025408
96	94	0.0253411
96	95	0.0253253
97	0	0.0262787
97	1	0.0251715
97	2	0.0251557
97	3	0.0252399
97	4	0.0254807
97	5	0.0264867
97	6	0.0256133
97	7	0.0256291
97	8	0.0260137
97	9	0.0248504
97	10	0.0248346
97	11	0.0248188
97	12	0.0247396
97	13	0.0247081
97	14	0.0246923
97	15	0.0247238
97	16	0.0248023
97	17	0.0246429
97	18	0.0246429
97	19	0.0249603
97	20	0.0250573
97	21	0.0255776
97	22	0.0252203
97	23	0.0252045
97	24	0.0252572
97	25	0.0254461
97	26	0.0262129
97	27	0.0262287
97	28	0.0262971
97	29	0.0249344
97	30	0.0249344
97	31	0.0257322
97	32	0.0257164
97	33	0.0272747
97	34	0.0273605
97	35	0.0258206
97	36	0.0258049
97	37	0.02599
97	38	0.02599
97	39	0.0265442
97	40	0.026879
97	41	0.0287918
97	42	0.0287761
97	43	0.0277743
97	44	0.0269722
97	45	0.0269722
97	46	0.0281392
97	47	0.028155
97	48	0.0282473
97	49	0.0288334
97	50	0.0288176
97	51	0.0278189
97	52	0.0263475
97	53	0.0263317
97	54	0.027542
97	55	0.025546
97	56	0.0255303
97	57	0.0261648
97	58	0.025887
97	59	0.025887
97	60	0.0292033
97	61	0.0289857
97	62	0.0289699
97	63	0.028095
97	64	0.0281108
97	65	0.0290045
97	66	0.029271
97	67	0.029227
97	68	0.029227
97	69	0.0286488
97	70	0.0286646
97	71	0.0298137
97	72	0.0268271
97	73	0.0268113
97	74	0.0268428
97	75	0.0266798
97	76	0.026664
97	77	0.026909
97	78	0.0279508
97	79	0.0279665
97	80	0.0267034
97	81	0.0267034
97	82	0.0278727
97	83	0.0284092
97	84	0.0289307
97	85	0.0283034
97	86	0.0283192
97	87	0.0287226
97	88	0.0287069
97	89	0.0294152
97	90	0.0290791
97	91	0.0290949
97	92	0.0294752
97	93	0.0290435
97	94	0.0290435
97	95	0.0302605
97	96	0.0275979
98	0	0.0275979
98	1	0.0297475
98	2	0.0297317
98	3	0.0352004
98	4	0.0379039
98	5	0.0410311
98	6	0.0410311
98	7	0.0533559
98	8	0.0533559
98	9	0.0533559
98	10	0.0533559
98	11	0.0533559
98	12	0.0533559
98	13	0.0456671
98	14	0.0456671
98	15	0.0470579
98	16	0.0458863
98	17	0.0458863
98	18	0.0784747
98	19	0.0784747
98	20	0.0784747
98	21	0.0784747
98	22	0.0784747
98	23	0.0784747
98	24	0.0764751
98	25	0.0737781
98	26	0.0735819
98	27	0.0730999
98	28	0.0730999
98	29	0.0735008
98	30	0.0733012
98	31	0.0732854
98	32	0.0735339
98	33	0.0735496
98	34	0.0731822
98	35	0.0731822
98	36	0.073247
98	37	0.0733483
98	38	0.0733483
98	39	0.0734427
98	40	0.073427
98	41	0.0743145
98	42	0.0741907
98	43	0.0742065
98	44	0.0753223
98	45	0.0753223
98	46	0.0749389
98	47	0.0749389
98	48	0.0762824
98	49	0.0740944
98	50	0.0740944
98	51	0.0742461
98	52	0.0742303
98	53	0.0744549
98	54	0.074513
98	55	0.0746853
98	56	0.0740315
98	57	0.0740473
98	58	0.0743713
98	59	0.0743713
98	60	0.0751441
98	61	0.0767066
98	62	0.0758003
98	63	0.0758003
98	64	0.0784195
98	65	0.077136
98	66	0.0759526
98	67	0.0759526
98	68	0.0760286
98	69	0.0748704
98	70	0.0748704
98	71	0.077136
98	72	0.0772931
98	73	0.0772773
98	74	0.0763884
98	75	0.0763884
98	76	0.0764335
98	77	0.0781907
98	78	0.0787041
98	79	0.0762322
98	80	0.0762322
98	81	0.1731268
98	82	0.1526273
98	83	0.1526273
98	84	0.1526273
98	85	0.1526273
98	86	0.1526273
98	87	0.1526273
98	88	0.1526273
98	89	0.1526273
98	90	0.1526273
98	91	0.1526273
98	92	0.1526273
98	93	0.1526273
98	94	0.137791
98	95	0.1288728
98	96	0.127318
98	97	0.1273337
99	0	0.1280456
99	1	0.1270268
99	2	0.1270426
99	3	0.1270599
99	4	0.1270757
99	5	0.1276943
99	6	0.1276943
99	7	0.1285098
99	8	0.1286594
99	9	0.1299734
99	10	0.1326166
99	11	0.1326324
99	12	0.1323899
99	13	0.1323899
99	14	0.1352302
99	15	0.135674
99	16	0.1372792
99	17	0.1383975
99	18	0.1323522
99	19	0.1323522
99	20	0.1352659
99	21	0.1369684
99	22	0.1295902
99	23	0.1295902
99	24	0.1395134
99	25	0.1395134
99	26	0.1291518
99	27	0.1291518
99	28	0.1358209
99	29	0.1449691
99	30	0.148431
99	31	0.1488395
99	32	0.1536251
99	33	0.1536251
99	34	0.1536251
99	35	0.1536251
99	36	0.1536251
99	37	0.1410891
99	38	0.1330012
99	39	0.1304688
99	40	0.1304845
99	41	0.133085
99	42	0.1331269
99	43	0.1305203
99	44	0.1290632
99	45	0.1290474
99	46	0.1363489
99	47	0.1363331
99	48	0.139272
99	49	0.1385183
99	50	0.138534
99	51	0.1515622
99	52	0.1515907
99	53	0.1373355
99	54	0.1373355
99	55	0.1430707
99	56	0.1430707
99	57	0.1531794
99	58	0.1531794
99	59	0.1367873
99	60	0.1368031
99	61	0.1367519
99	62	0.1367677
99	63	0.1507162
99	64	0.1507319
99	65	0.1289476
99	66	0.1289476
99	67	0.1281429
99	68	0.1281586
99	69	0.1282771
99	70	0.1293424
99	71	0.1358732
99	72	0.1331912
99	73	0.1331754
99	74	0.1282002
99	75	0.1282159
99	76	0.1531794
99	77	0.1512353
99	78	0.1512511
99	79	0.1353206
99	80	0.1334494
99	81	0.1334494
99	82	0.1353363
99	83	0.1397747
99	84	0.1585024
99	85	0.1289918
99	86	0.1289918
99	87	0.129017
99	88	0.1299923
99	89	0.1320921
99	90	0.1320763
99	91	0.1336894
99	92	0.1336894
99	93	0.1328654
99	94	0.1316319
99	95	0.1316319
99	96	0.1338461
99	97	0.134488
99	98	0.1354044
100	0	0.1364843
100	1	0.1309751
100	2	0.1309751
100	3	0.1451877
100	4	0.1451877
100	5	0.1585024
100	6	0.1488012
100	7	0.1291014
100	8	0.1291014
100	9	0.1291278
100	10	0.1300504
100	11	0.1339038
100	12	0.1364527
100	13	0.1429459
100	14	0.1344435
100	15	0.1344435
100	16	0.1369942
100	17	0.1488012
100	18	0.1570701
100	19	0.1570701
100	20	0.1570701
100	21	0.1451141
100	22	0.1380637
100	23	0.1380479
100	24	0.1469912
100	25	0.1343053
100	26	0.1342895
100	27	0.164622
100	28	0.164622
100	29	0.164622
100	30	0.164622
100	31	0.164622
100	32	0.164622
100	33	0.164622
100	34	0.164622
100	35	0.164622
100	36	0.164622
100	37	0.155991
100	38	0.1412355
100	39	0.1412355
100	40	0.1487291
100	41	0.1431424
100	42	0.1431266
100	43	0.1344049
100	44	0.1301732
100	45	0.1301732
100	46	0.1314106
100	47	0.1351617
100	48	0.1422656
100	49	0.1572478
100	50	0.1478371
100	51	0.1478371
100	52	0.1505239
100	53	0.1408501
100	54	0.1408501
100	55	0.1552718
100	56	0.1626056
100	57	0.163236
100	58	0.1287893
100	59	0.1287736
100	60	0.1341903
100	61	0.1349725
100	62	0.1307689
100	63	0.1307689
100	64	0.1278604
100	65	0.1278604
100	66	0.1626249
100	67	0.1761407
100	68	0.1356322
100	69	0.1356322
100	70	0.1360824
100	71	0.1375207
100	72	0.1480834
100	73	0.1723384
100	74	0.1338146
100	75	0.1325601
100	76	0.1319023
100	77	0.1319023
100	78	0.1333706
100	79	0.1333706
100	80	0.1333985
100	81	0.1337919
100	82	0.1375438
100	83	0.134602
100	84	0.134602
100	85	0.1385506
100	86	0.1441523
100	87	0.139468
100	88	0.139468
100	89	0.1415814
100	90	0.1368731
100	91	0.1349081
100	92	0.1349081
100	93	0.1363058
100	94	0.1395974
100	95	0.1363726
100	96	0.1363726
100	97	0.1403708
100	98	0.12778
100	99	0.12778
101	0	0.150232
101	1	0.1499551
101	2	0.1499393
101	3	0.1499886
101	4	0.1444296
101	5	0.1407825
101	6	0.1407825
101	7	0.1558818
101	8	0.1391361
101	9	0.1391361
101	10	0.1634465
101	11	0.1634465
101	12	0.1634465
101	13	0.1634465
101	14	0.1329039
101	15	0.1329197
101	16	0.1348519
101	17	0.1348519
101	18	0.1327308
101	19	0.1303346
101	20	0.1303188
101	21	0.1305418
101	22	0.130866
101	23	0.1313364
101	24	0.1332579
101	25	0.1332579
101	26	0.1361966
101	27	0.1340843
101	28	0.1340843
101	29	0.1354552
101	30	0.1354394
101	31	0.1367096
101	32	0.152181
101	33	0.1274474
101	34	0.1274474
101	35	0.129905
101	36	0.136282
101	37	0.1413676
101	38	0.1418579
101	39	0.1420956
101	40	0.1370398
101	41	0.1370398
101	42	0.1351377
101	43	0.1351377
101	44	0.1352075
101	45	0.1358017
101	46	0.1357159
101	47	0.1298885
101	48	0.1275906
101	49	0.127567
101	50	0.127567
101	51	0.1286886
101	52	0.1283196
101	53	0.1283196
101	54	0.1297723
101	55	0.1297881
101	56	0.1311983
101	57	0.1460013
101	58	0.1491927
101	59	0.1491927
101	60	0.1491927
101	61	0.1491927
101	62	0.1491927
101	63	0.1491927
101	64	0.1491927
101	65	0.1491927
101	66	0.1311745
101	67	0.1287292
101	68	0.1287292
101	69	0.1301123
101	70	0.1284138
101	71	0.1284138
101	72	0.1284378
101	73	0.1321178
101	74	0.1335886
101	75	0.1335886
101	76	0.1371869
101	77	0.1335063
101	78	0.1335063
101	79	0.1335386
101	80	0.1335386
101	81	0.1279854
101	82	0.1279854
101	83	0.1315887
101	84	0.1316044
101	85	0.1365741
101	86	0.1365741
101	87	0.1416693
101	88	0.1416693
101	89	0.1319486
101	90	0.1319328
101	91	0.1322842
101	92	0.1322842
101	93	0.1461628
101	94	0.1461628
101	95	0.1461628
101	96	0.1461628
101	97	0.1461628
101	98	0.1461628
101	99	0.1461628
101	100	0.1461628
102	0	0.1461628
102	1	0.1354748
102	2	0.135091
102	3	0.1350473
102	4	0.1350473
102	5	0.1359063
102	6	0.1381818
102	7	0.1424494
102	8	0.148572
102	9	0.148572
102	10	0.163119
102	11	0.1566511
102	12	0.1364064
102	13	0.1364064
102	14	0.1343868
102	15	0.1307153
102	16	0.1302375
102	17	0.1302375
102	18	0.1304369
102	19	0.1318513
102	20	0.1358449
102	21	0.1358449
102	22	0.1317477
102	23	0.1317477
102	24	0.1324276
102	25	0.1324276
102	26	0.136655
102	27	0.1371265
102	28	0.1371423
102	29	0.1479842
102	30	0.1542504
102	31	0.1424173
102	32	0.1424173
102	33	0.1459175
102	34	0.1501522
102	35	0.1501522
102	36	0.1502047
102	37	0.1276618
102	38	0.127646
102	39	0.1566511
102	40	0.1650463
102	41	0.1650463
102	42	0.133052
102	43	0.1330362
102	44	0.1359799
102	45	0.1359799
102	46	0.1520429
102	47	0.1613677
102	48	0.1490548
102	49	0.1490706
102	50	0.1386863
102	51	0.136901
102	52	0.136901
102	53	0.1458809
102	54	0.183701
102	55	0.2078626
102	56	0.1776923
102	57	0.1776923
102	58	0.2302155
102	59	0.2302155
102	60	0.2302155
102	61	0.1821845
102	62	0.1821845
102	63	0.1815905
102	64	0.1815747
102	65	0.1748704
102	66	0.1748862
102	67	0.1848028
102	68	0.1819347
102	69	0.1733725
102	70	0.1727222
102	71	0.1727065
102	72	0.173456
102	73	0.1734718
102	74	0.175
102	75	0.174811
102	76	0.174811
102	77	0.177364
102	78	0.1753314
102	79	0.1753314
102	80	0.1780413
102	81	0.1727897
102	82	0.1727897
102	83	0.178874
102	84	0.178874
102	85	0.1803614
102	86	0.1812465
102	87	0.1812465
102	88	0.1787006
102	89	0.1787006
102	90	0.1986063
102	91	0.1765695
102	92	0.1746847
102	93	0.1742359
102	94	0.1739577
102	95	0.1739577
102	96	0.1796793
102	97	0.1796793
102	98	0.2344855
102	99	0.1749752
102	100	0.1749752
102	101	0.3148482
103	0	0.273795
103	1	0.2003375
103	2	0.2003375
103	3	0.1806556
103	4	0.1766095
103	5	0.1766253
103	6	0.1882799
103	7	0.1882799
103	8	0.1900838
103	9	0.1778249
103	10	0.1778249
103	11	0.2150533
103	12	0.1763712
103	13	0.1763712
103	14	0.2511175
103	15	0.1794251
103	16	0.1794251
103	17	0.1834691
103	18	0.1880982
103	19	0.1746587
103	20	0.1746587
103	21	0.17528
103	22	0.1810246
103	23	0.1810246
103	24	0.1891643
103	25	0.18918
103	26	0.1827623
103	27	0.1759759
103	28	0.1759759
103	29	0.1814278
103	30	0.182395
103	31	0.1868657
103	32	0.1756098
103	33	0.1756098
103	34	0.1781793
103	35	0.1813659
103	36	0.1809732
103	37	0.1777174
103	38	0.1770271
103	39	0.1742055
103	40	0.1741898
103	41	0.1855731
103	42	0.1868837
103	43	0.1991916
103	44	0.2811846
103	45	0.2122585
103	46	0.2122585
103	47	0.2244123
103	48	0.1759178
103	49	0.1759178
103	50	0.2540568
103	51	0.2034027
103	52	0.2033869
103	53	0.2334063
103	54	0.2487712
103	55	0.230507
103	56	0.2233207
103	57	0.2233207
103	58	0.2581086
103	59	0.4191143
103	60	0.4191143
103	61	0.5458044
103	62	0.3452339
103	63	0.3452339
103	64	0.3452339
103	65	0.3452339
103	66	0.3452339
103	67	0.3452339
103	68	0.2666123
103	69	0.2657914
103	70	0.2657914
103	71	0.2767027
103	72	0.2617038
103	73	0.2617038
103	74	0.2625208
103	75	0.2675484
103	76	0.2614729
103	77	0.2614571
103	78	0.2715898
103	79	0.2683314
103	80	0.2620063
103	81	0.262022
103	82	0.2612054
103	83	0.2612054
103	84	0.2645937
103	85	0.2645779
103	86	0.2646279
103	87	0.2688971
103	88	0.2731214
103	89	0.2731214
103	90	0.2762666
103	91	0.2762509
103	92	0.2810688
103	93	0.2708301
103	94	0.2708301
103	95	0.2712314
103	96	0.2777584
103	97	0.2777426
103	98	0.2817676
103	99	0.2799724
103	100	0.2635094
103	101	0.2635094
103	102	0.2842338
